stationId,mnet_id,network_name,sensor_ht_explicit,wind_sensor_ht
WSU207,3007,WSU-AGNET,2.0,2.0
WSU210,3007,WSU-AGNET,2.0,2.0
WSU214,3007,WSU-AGNET,2.0,2.0
F6341,65,APRSWXNET/CWOP,,2.0
WSU216,3007,WSU-AGNET,2.0,2.0
OD175,49,ODOT,,10.0
F6934,65,APRSWXNET/CWOP,,2.0
F6920,65,APRSWXNET/CWOP,,2.0
F6922,65,APRSWXNET/CWOP,,2.0
F6966,65,APRSWXNET/CWOP,,2.0
F7055,65,APRSWXNET/CWOP,,2.0
AV610,65,APRSWXNET/CWOP,,2.0
F7064,65,APRSWXNET/CWOP,,2.0
F7103,65,APRSWXNET/CWOP,,2.0
AV616,65,APRSWXNET/CWOP,,2.0
46267,96,MARITIME,,10.0
F7140,65,APRSWXNET/CWOP,,2.0
F7296,65,APRSWXNET/CWOP,,2.0
F7270,65,APRSWXNET/CWOP,,2.0
A4685,136,AIRNOW,,10.0
WSU218,3007,WSU-AGNET,2.0,2.0
WSU220,3007,WSU-AGNET,2.0,2.0
WSU221,3007,WSU-AGNET,2.0,2.0
F7359,65,APRSWXNET/CWOP,,2.0
F7361,65,APRSWXNET/CWOP,,2.0
WSU222,3007,WSU-AGNET,2.0,2.0
OD176,49,ODOT,,10.0
WSU223,3007,WSU-AGNET,2.0,2.0
WSU224,3007,WSU-AGNET,2.0,2.0
F7314,65,APRSWXNET/CWOP,,2.0
TT627,2,RAWS,,6.1
WSU225,3007,WSU-AGNET,2.0,2.0
WSU226,3007,WSU-AGNET,2.0,2.0
F7582,65,APRSWXNET/CWOP,,2.0
WSU231,3007,WSU-AGNET,2.0,2.0
F7681,65,APRSWXNET/CWOP,,2.0
F7716,65,APRSWXNET/CWOP,,2.0
F7661,65,APRSWXNET/CWOP,,2.0
TT631,2,RAWS,,6.1
F7737,65,APRSWXNET/CWOP,,2.0
F7746,65,APRSWXNET/CWOP,,2.0
AV660,65,APRSWXNET/CWOP,,2.0
WSU235,3007,WSU-AGNET,2.0,2.0
MTM79,3002,MT-MESO,3.0,3.0
WSU236,3007,WSU-AGNET,2.0,2.0
A4730,136,AIRNOW,,10.0
AV671,65,APRSWXNET/CWOP,,2.0
F8005,65,APRSWXNET/CWOP,,2.0
WSU238,3007,WSU-AGNET,2.0,2.0
OD177,49,ODOT,,10.0
OD178,49,ODOT,,10.0
F8055,65,APRSWXNET/CWOP,,2.0
F8093,65,APRSWXNET/CWOP,,2.0
WSU239,3007,WSU-AGNET,2.0,2.0
WACDV,233,WACNET,,10.0
A4742,136,AIRNOW,,10.0
F8187,65,APRSWXNET/CWOP,,2.0
PC035,247,PACIFICORP,,10.0
PC037,247,PACIFICORP,,10.0
PC038,247,PACIFICORP,,10.0
PC040,247,PACIFICORP,,10.0
PC041,247,PACIFICORP,,10.0
PC042,247,PACIFICORP,,10.0
PC048,247,PACIFICORP,,10.0
PC049,247,PACIFICORP,,10.0
TRWMT,6,AVALANCHE,,10.0
F8212,65,APRSWXNET/CWOP,,2.0
WSU241,3007,WSU-AGNET,2.0,2.0
WSU242,3007,WSU-AGNET,2.0,2.0
F8176,65,APRSWXNET/CWOP,,2.0
F8270,65,APRSWXNET/CWOP,,2.0
F8309,65,APRSWXNET/CWOP,,2.0
F8329,65,APRSWXNET/CWOP,,2.0
F8372,65,APRSWXNET/CWOP,,2.0
WSU243,3007,WSU-AGNET,2.0,2.0
AV691,65,APRSWXNET/CWOP,,2.0
UR459,64,UPR,,10.0
F8409,65,APRSWXNET/CWOP,,2.0
F8434,65,APRSWXNET/CWOP,,2.0
F8450,65,APRSWXNET/CWOP,,2.0
F5680,65,APRSWXNET/CWOP,,2.0
F8513,65,APRSWXNET/CWOP,,2.0
F8512,65,APRSWXNET/CWOP,,2.0
WSU260,3007,WSU-AGNET,2.0,2.0
F8528,65,APRSWXNET/CWOP,,2.0
F8526,65,APRSWXNET/CWOP,,2.0
WSU270,3007,WSU-AGNET,2.0,2.0
F8547,65,APRSWXNET/CWOP,,2.0
WSU271,3007,WSU-AGNET,2.0,2.0
F8587,65,APRSWXNET/CWOP,,2.0
F8579,65,APRSWXNET/CWOP,,2.0
F8596,65,APRSWXNET/CWOP,,2.0
F8609,65,APRSWXNET/CWOP,,2.0
F8614,65,APRSWXNET/CWOP,,2.0
F8658,65,APRSWXNET/CWOP,,2.0
OD179,49,ODOT,,10.0
OD180,49,ODOT,,10.0
OD181,49,ODOT,,10.0
OD182,49,ODOT,,10.0
OD183,49,ODOT,,10.0
OD184,49,ODOT,,10.0
OD185,49,ODOT,,10.0
OD186,49,ODOT,,10.0
OD187,49,ODOT,,10.0
OD188,49,ODOT,,10.0
OD189,49,ODOT,,10.0
OD190,49,ODOT,,10.0
WSU272,3007,WSU-AGNET,2.0,2.0
TMESA,36,WA DOT,,10.0
MGSWY,6,AVALANCHE,,10.0
F8742,65,APRSWXNET/CWOP,,2.0
F8731,65,APRSWXNET/CWOP,,2.0
WSU273,3007,WSU-AGNET,2.0,2.0
F8782,65,APRSWXNET/CWOP,,2.0
WSU274,3007,WSU-AGNET,2.0,2.0
WSU275,3007,WSU-AGNET,2.0,2.0
AV721,65,APRSWXNET/CWOP,,2.0
RDSPN,265,PGN,,6.0
F8822,65,APRSWXNET/CWOP,,2.0
WSU276,3007,WSU-AGNET,2.0,2.0
KGNG,1,ASOS/AWOS,,10.0
AV727,65,APRSWXNET/CWOP,,2.0
F8831,65,APRSWXNET/CWOP,,2.0
F8833,65,APRSWXNET/CWOP,,2.0
AV725,65,APRSWXNET/CWOP,,2.0
F8906,65,APRSWXNET/CWOP,,2.0
F8857,65,APRSWXNET/CWOP,,2.0
F9025,65,APRSWXNET/CWOP,,2.0
F9039,65,APRSWXNET/CWOP,,2.0
F9061,65,APRSWXNET/CWOP,,2.0
UR523,64,UPR,,10.0
WSU277,3007,WSU-AGNET,2.0,2.0
ITDE4,41,ITD,,10.0
ITDE5,41,ITD,,10.0
ITDE6,41,ITD,,10.0
ITDE7,41,ITD,,10.0
F9074,65,APRSWXNET/CWOP,,2.0
F9097,65,APRSWXNET/CWOP,,2.0
F9069,65,APRSWXNET/CWOP,,2.0
F9116,65,APRSWXNET/CWOP,,2.0
F9167,65,APRSWXNET/CWOP,,2.0
WSU278,3007,WSU-AGNET,2.0,2.0
F8164,65,APRSWXNET/CWOP,,2.0
OD191,49,ODOT,,10.0
TGRO3,106,HADS,,10.0
AV753,65,APRSWXNET/CWOP,,2.0
F2788,65,APRSWXNET/CWOP,,2.0
F9318,65,APRSWXNET/CWOP,,2.0
F9373,65,APRSWXNET/CWOP,,2.0
WSU280,3007,WSU-AGNET,2.0,2.0
WSU281,3007,WSU-AGNET,2.0,2.0
F9405,65,APRSWXNET/CWOP,,2.0
WSU282,3007,WSU-AGNET,2.0,2.0
OD192,49,ODOT,,10.0
F9464,65,APRSWXNET/CWOP,,2.0
F9477,65,APRSWXNET/CWOP,,2.0
F9441,65,APRSWXNET/CWOP,,2.0
F9486,65,APRSWXNET/CWOP,,2.0
WSU283,3007,WSU-AGNET,2.0,2.0
F9516,65,APRSWXNET/CWOP,,2.0
OD193,49,ODOT,,10.0
OD194,49,ODOT,,10.0
OD195,49,ODOT,,10.0
OD196,49,ODOT,,10.0
F9546,65,APRSWXNET/CWOP,,2.0
SLMM8,25,SNOTEL,,10.0
OD197,49,ODOT,,10.0
OD198,49,ODOT,,10.0
MTM81,3002,MT-MESO,3.0,3.0
WSU285,3007,WSU-AGNET,2.0,2.0
F9673,65,APRSWXNET/CWOP,,2.0
F9671,65,APRSWXNET/CWOP,,2.0
WYMTB,233,WACNET,,10.0
F9519,65,APRSWXNET/CWOP,,2.0
WSU286,3007,WSU-AGNET,2.0,2.0
TT677,2,RAWS,,6.1
TT678,2,RAWS,,6.1
F9216,65,APRSWXNET/CWOP,,2.0
F9247,65,APRSWXNET/CWOP,,2.0
D2803,65,APRSWXNET/CWOP,,2.0
E0349,65,APRSWXNET/CWOP,,2.0
AV456,65,APRSWXNET/CWOP,,2.0
WSU289,3007,WSU-AGNET,2.0,2.0
F9140,65,APRSWXNET/CWOP,,2.0
F9201,65,APRSWXNET/CWOP,,2.0
F7625,65,APRSWXNET/CWOP,,2.0
F9251,65,APRSWXNET/CWOP,,2.0
F7804,65,APRSWXNET/CWOP,,2.0
F8536,65,APRSWXNET/CWOP,,2.0
F8063,65,APRSWXNET/CWOP,,2.0
F8324,65,APRSWXNET/CWOP,,2.0
F8494,65,APRSWXNET/CWOP,,2.0
F8535,65,APRSWXNET/CWOP,,2.0
F8870,65,APRSWXNET/CWOP,,2.0
F8877,65,APRSWXNET/CWOP,,2.0
F7475,65,APRSWXNET/CWOP,,2.0
F9819,65,APRSWXNET/CWOP,,2.0
OD199,49,ODOT,,10.0
WSU290,3007,WSU-AGNET,2.0,2.0
F9895,65,APRSWXNET/CWOP,,2.0
WSU292,3007,WSU-AGNET,2.0,2.0
F9289,65,APRSWXNET/CWOP,,2.0
F9939,65,APRSWXNET/CWOP,,2.0
MTM82,3002,MT-MESO,3.0,3.0
G0007,65,APRSWXNET/CWOP,,2.0
OD200,49,ODOT,,10.0
OD201,49,ODOT,,10.0
G0065,65,APRSWXNET/CWOP,,2.0
WSU293,3007,WSU-AGNET,2.0,2.0
OD202,49,ODOT,,10.0
WSU294,3007,WSU-AGNET,2.0,2.0
MTM83,3002,MT-MESO,3.0,3.0
GREI,11,AGRIMET,,3.0
OSGI,11,AGRIMET,,3.0
RGBI,11,AGRIMET,,3.0
RRII,11,AGRIMET,,3.0
SHLI,11,AGRIMET,,3.0
TRTI,11,AGRIMET,,3.0
MTOPN,265,PGN,,6.0
WSU295,3007,WSU-AGNET,2.0,2.0
OD203,49,ODOT,,10.0
G0183,65,APRSWXNET/CWOP,,2.0
TT692,2,RAWS,,6.1
G0235,65,APRSWXNET/CWOP,,2.0
G0244,65,APRSWXNET/CWOP,,2.0
OD204,49,ODOT,,10.0
G0265,65,APRSWXNET/CWOP,,2.0
G0282,65,APRSWXNET/CWOP,,2.0
AV826,65,APRSWXNET/CWOP,,2.0
WSU296,3007,WSU-AGNET,2.0,2.0
OD205,49,ODOT,,10.0
OD206,49,ODOT,,10.0
OD207,49,ODOT,,10.0
G0378,65,APRSWXNET/CWOP,,2.0
SHBM,11,AGRIMET,,3.0
G0403,65,APRSWXNET/CWOP,,2.0
AV836,65,APRSWXNET/CWOP,,2.0
G0388,65,APRSWXNET/CWOP,,2.0
F9179,65,APRSWXNET/CWOP,,2.0
G0416,65,APRSWXNET/CWOP,,2.0
G0458,65,APRSWXNET/CWOP,,2.0
G0484,65,APRSWXNET/CWOP,,2.0
G0525,65,APRSWXNET/CWOP,,2.0
WSU297,3007,WSU-AGNET,2.0,2.0
WSU298,3007,WSU-AGNET,2.0,2.0
AV847,65,APRSWXNET/CWOP,,2.0
G0564,65,APRSWXNET/CWOP,,2.0
G0579,65,APRSWXNET/CWOP,,2.0
G0581,65,APRSWXNET/CWOP,,2.0
MSI04,34,MSI,,10.0
G0602,65,APRSWXNET/CWOP,,2.0
TT701,2,RAWS,,6.1
G0625,65,APRSWXNET/CWOP,,2.0
WSU299,3007,WSU-AGNET,2.0,2.0
G0659,65,APRSWXNET/CWOP,,2.0
G0664,65,APRSWXNET/CWOP,,2.0
WSU300,3007,WSU-AGNET,2.0,2.0
G0668,65,APRSWXNET/CWOP,,2.0
G0699,65,APRSWXNET/CWOP,,2.0
MTM84,3002,MT-MESO,3.0,3.0
MTM85,3002,MT-MESO,3.0,3.0
MTM86,3002,MT-MESO,3.0,3.0
G0718,65,APRSWXNET/CWOP,,2.0
G0719,65,APRSWXNET/CWOP,,2.0
G0637,65,APRSWXNET/CWOP,,2.0
WSU302,3007,WSU-AGNET,2.0,2.0
BIFW1,2,RAWS,,6.1
G0773,65,APRSWXNET/CWOP,,2.0
G0787,65,APRSWXNET/CWOP,,2.0
FSMM8,106,HADS,,10.0
CPC13,94,CPCRC,,10.0
G0795,65,APRSWXNET/CWOP,,2.0
G0809,65,APRSWXNET/CWOP,,2.0
G0864,65,APRSWXNET/CWOP,,2.0
G0891,65,APRSWXNET/CWOP,,2.0
G0900,65,APRSWXNET/CWOP,,2.0
G0901,65,APRSWXNET/CWOP,,2.0
AV880,65,APRSWXNET/CWOP,,2.0
G0815,65,APRSWXNET/CWOP,,2.0
G0993,65,APRSWXNET/CWOP,,2.0
G1022,65,APRSWXNET/CWOP,,2.0
G0980,65,APRSWXNET/CWOP,,2.0
WYMHM,233,WACNET,,10.0
G1081,65,APRSWXNET/CWOP,,2.0
MTM87,3002,MT-MESO,3.0,3.0
MTM88,3002,MT-MESO,3.0,3.0
MTM89,3002,MT-MESO,3.0,3.0
MTM90,3002,MT-MESO,3.0,3.0
MTM91,3002,MT-MESO,3.0,3.0
MTM92,3002,MT-MESO,3.0,3.0
MTM93,3002,MT-MESO,3.0,3.0
TT710,2,RAWS,,6.1
G1125,65,APRSWXNET/CWOP,,2.0
G1149,65,APRSWXNET/CWOP,,2.0
G1158,65,APRSWXNET/CWOP,,2.0
G1195,65,APRSWXNET/CWOP,,2.0
G1211,65,APRSWXNET/CWOP,,2.0
G0799,65,APRSWXNET/CWOP,,2.0
G1230,65,APRSWXNET/CWOP,,2.0
G1267,65,APRSWXNET/CWOP,,2.0
G1285,65,APRSWXNET/CWOP,,2.0
AV914,65,APRSWXNET/CWOP,,2.0
G1277,65,APRSWXNET/CWOP,,2.0
AV915,65,APRSWXNET/CWOP,,2.0
AV890,65,APRSWXNET/CWOP,,2.0
OD208,49,ODOT,,10.0
G1372,65,APRSWXNET/CWOP,,2.0
AV924,65,APRSWXNET/CWOP,,2.0
G0902,65,APRSWXNET/CWOP,,2.0
AV926,65,APRSWXNET/CWOP,,2.0
G1402,65,APRSWXNET/CWOP,,2.0
G1416,65,APRSWXNET/CWOP,,2.0
WSU306,3007,WSU-AGNET,2.0,2.0
G1450,65,APRSWXNET/CWOP,,2.0
G1458,65,APRSWXNET/CWOP,,2.0
HDBTA,6,AVALANCHE,,10.0
AV933,65,APRSWXNET/CWOP,,2.0
WSU309,3007,WSU-AGNET,2.0,2.0
WSU310,3007,WSU-AGNET,2.0,2.0
WSU312,3007,WSU-AGNET,2.0,2.0
WSU313,3007,WSU-AGNET,2.0,2.0
PC117,247,PACIFICORP,,10.0
PC118,247,PACIFICORP,,10.0
PC119,247,PACIFICORP,,10.0
PC120,247,PACIFICORP,,10.0
G1618,65,APRSWXNET/CWOP,,2.0
EACPN,265,PGN,,6.0
SHRPN,265,PGN,,6.0
NPJPN,265,PGN,,6.0
NPPPN,265,PGN,,6.0
FLZPN,265,PGN,,6.0
SPRPN,265,PGN,,6.0
HDRPN,265,PGN,,6.0
HLVPN,265,PGN,,6.0
SKYPN,265,PGN,,6.0
ESCPN,265,PGN,,6.0
SSMPN,265,PGN,,6.0
BDRPN,265,PGN,,6.0
LARPN,265,PGN,,6.0
ESBPN,265,PGN,,6.0
SCHPN,265,PGN,,6.0
ESEPN,265,PGN,,6.0
MRTPN,265,PGN,,6.0
KELPN,265,PGN,,6.0
HOWPN,265,PGN,,6.0
EVNPN,265,PGN,,6.0
PC125,247,PACIFICORP,,10.0
PC126,247,PACIFICORP,,10.0
PC127,247,PACIFICORP,,10.0
PC128,247,PACIFICORP,,10.0
PC129,247,PACIFICORP,,10.0
PC130,247,PACIFICORP,,10.0
PC131,247,PACIFICORP,,10.0
PC133,247,PACIFICORP,,10.0
G1700,65,APRSWXNET/CWOP,,2.0
PC134,247,PACIFICORP,,10.0
F1510,65,APRSWXNET/CWOP,,2.0
PC136,247,PACIFICORP,,10.0
PC138,247,PACIFICORP,,10.0
PC139,247,PACIFICORP,,10.0
PC140,247,PACIFICORP,,10.0
PC141,247,PACIFICORP,,10.0
PC142,247,PACIFICORP,,10.0
FWRPN,265,PGN,,6.0
PC148,247,PACIFICORP,,10.0
WSU314,3007,WSU-AGNET,2.0,2.0
PC157,247,PACIFICORP,,10.0
WSU315,3007,WSU-AGNET,2.0,2.0
PC161,247,PACIFICORP,,10.0
LEEPN,265,PGN,,6.0
MTSPN,265,PGN,,6.0
GDNPN,265,PGN,,6.0
PC162,247,PACIFICORP,,10.0
STNPN,265,PGN,,6.0
PC165,247,PACIFICORP,,10.0
G1734,65,APRSWXNET/CWOP,,2.0
RDGPN,265,PGN,,6.0
G1777,65,APRSWXNET/CWOP,,2.0
G1728,65,APRSWXNET/CWOP,,2.0
G1753,65,APRSWXNET/CWOP,,2.0
PC167,247,PACIFICORP,,10.0
DCRPN,265,PGN,,6.0
PC169,247,PACIFICORP,,10.0
MDWPN,265,PGN,,6.0
G1785,65,APRSWXNET/CWOP,,2.0
TT726,2,RAWS,,6.1
TT727,2,RAWS,,6.1
KNRPN,265,PGN,,6.0
BMPPN,265,PGN,,6.0
PHRPN,265,PGN,,6.0
QRDPN,265,PGN,,6.0
PC175,247,PACIFICORP,,10.0
TRNPN,265,PGN,,6.0
PC178,247,PACIFICORP,,10.0
PC181,247,PACIFICORP,,10.0
PC183,247,PACIFICORP,,10.0
PC185,247,PACIFICORP,,10.0
PC186,247,PACIFICORP,,10.0
WSU316,3007,WSU-AGNET,2.0,2.0
WSU317,3007,WSU-AGNET,2.0,2.0
WSU318,3007,WSU-AGNET,2.0,2.0
PC190,247,PACIFICORP,,10.0
PC191,247,PACIFICORP,,10.0
PC192,247,PACIFICORP,,10.0
PC193,247,PACIFICORP,,10.0
WSU319,3007,WSU-AGNET,2.0,2.0
WSU321,3007,WSU-AGNET,2.0,2.0
G1826,65,APRSWXNET/CWOP,,2.0
PC197,247,PACIFICORP,,10.0
PC200,247,PACIFICORP,,10.0
PC201,247,PACIFICORP,,10.0
PC206,247,PACIFICORP,,10.0
PC207,247,PACIFICORP,,10.0
PC208,247,PACIFICORP,,10.0
PC209,247,PACIFICORP,,10.0
PC212,247,PACIFICORP,,10.0
PC214,247,PACIFICORP,,10.0
PC215,247,PACIFICORP,,10.0
PC216,247,PACIFICORP,,10.0
PC218,247,PACIFICORP,,10.0
WSU322,3007,WSU-AGNET,2.0,2.0
G1852,65,APRSWXNET/CWOP,,2.0
PC219,247,PACIFICORP,,10.0
PC220,247,PACIFICORP,,10.0
PC223,247,PACIFICORP,,10.0
WSU323,3007,WSU-AGNET,2.0,2.0
WSU324,3007,WSU-AGNET,2.0,2.0
WSU325,3007,WSU-AGNET,2.0,2.0
PC225,247,PACIFICORP,,10.0
PC226,247,PACIFICORP,,10.0
SDSPN,265,PGN,,6.0
MSNPN,265,PGN,,6.0
ENGPN,265,PGN,,6.0
PTVPN,265,PGN,,6.0
GOSPN,265,PGN,,6.0
GRNPN,265,PGN,,6.0
LTHPN,265,PGN,,6.0
ANDPN,265,PGN,,6.0
THMPN,265,PGN,,6.0
BRNPN,265,PGN,,6.0
G1886,65,APRSWXNET/CWOP,,2.0
WSU326,3007,WSU-AGNET,2.0,2.0
G1914,65,APRSWXNET/CWOP,,2.0
PC227,247,PACIFICORP,,10.0
PC231,247,PACIFICORP,,10.0
PC232,247,PACIFICORP,,10.0
G1616,65,APRSWXNET/CWOP,,2.0
PC234,247,PACIFICORP,,10.0
G1943,65,APRSWXNET/CWOP,,2.0
G1942,65,APRSWXNET/CWOP,,2.0
WSU328,3007,WSU-AGNET,2.0,2.0
PC238,247,PACIFICORP,,10.0
PC239,247,PACIFICORP,,10.0
PC240,247,PACIFICORP,,10.0
PC241,247,PACIFICORP,,10.0
PC242,247,PACIFICORP,,10.0
PC243,247,PACIFICORP,,10.0
WSU329,3007,WSU-AGNET,2.0,2.0
G1952,65,APRSWXNET/CWOP,,2.0
PC244,247,PACIFICORP,,10.0
PC246,247,PACIFICORP,,10.0
PC247,247,PACIFICORP,,10.0
PC248,247,PACIFICORP,,10.0
PC249,247,PACIFICORP,,10.0
PC250,247,PACIFICORP,,10.0
PC251,247,PACIFICORP,,10.0
G1986,65,APRSWXNET/CWOP,,2.0
G1987,65,APRSWXNET/CWOP,,2.0
PC258,247,PACIFICORP,,10.0
PC259,247,PACIFICORP,,10.0
PC260,247,PACIFICORP,,10.0
PC261,247,PACIFICORP,,10.0
WSU330,3007,WSU-AGNET,2.0,2.0
WSU331,3007,WSU-AGNET,2.0,2.0
1588W,249,WEATHERSTEM,,10.0
PC262,247,PACIFICORP,,10.0
PC264,247,PACIFICORP,,10.0
WSU332,3007,WSU-AGNET,2.0,2.0
PC267,247,PACIFICORP,,10.0
PC268,247,PACIFICORP,,10.0
PC269,247,PACIFICORP,,10.0
PC270,247,PACIFICORP,,10.0
PC271,247,PACIFICORP,,10.0
PC273,247,PACIFICORP,,10.0
PC274,247,PACIFICORP,,10.0
PC275,247,PACIFICORP,,10.0
PC276,247,PACIFICORP,,10.0
PC277,247,PACIFICORP,,10.0
PC278,247,PACIFICORP,,10.0
PC279,247,PACIFICORP,,10.0
PC280,247,PACIFICORP,,10.0
WSU333,3007,WSU-AGNET,2.0,2.0
PC283,247,PACIFICORP,,10.0
PC285,247,PACIFICORP,,10.0
WSU334,3007,WSU-AGNET,2.0,2.0
WSU335,3007,WSU-AGNET,2.0,2.0
PC286,247,PACIFICORP,,10.0
G2045,65,APRSWXNET/CWOP,,2.0
PC292,247,PACIFICORP,,10.0
PC296,247,PACIFICORP,,10.0
PC297,247,PACIFICORP,,10.0
PC302,247,PACIFICORP,,10.0
PC303,247,PACIFICORP,,10.0
PC305,247,PACIFICORP,,10.0
PC306,247,PACIFICORP,,10.0
G2108,65,APRSWXNET/CWOP,,2.0
G2112,65,APRSWXNET/CWOP,,2.0
WSU336,3007,WSU-AGNET,2.0,2.0
WSU337,3007,WSU-AGNET,2.0,2.0
PC309,247,PACIFICORP,,10.0
PC311,247,PACIFICORP,,10.0
PC312,247,PACIFICORP,,10.0
G2160,65,APRSWXNET/CWOP,,2.0
G2217,65,APRSWXNET/CWOP,,2.0
G2220,65,APRSWXNET/CWOP,,2.0
WLSPN,265,PGN,,6.0
WSU338,3007,WSU-AGNET,2.0,2.0
LKMMT,6,AVALANCHE,,10.0
G2291,65,APRSWXNET/CWOP,,2.0
G2298,65,APRSWXNET/CWOP,,2.0
G2311,65,APRSWXNET/CWOP,,2.0
G2321,65,APRSWXNET/CWOP,,2.0
G2336,65,APRSWXNET/CWOP,,2.0
OD210,49,ODOT,,10.0
G2344,65,APRSWXNET/CWOP,,2.0
G2282,65,APRSWXNET/CWOP,,2.0
WSU339,3007,WSU-AGNET,2.0,2.0
PC316,247,PACIFICORP,,10.0
PC317,247,PACIFICORP,,10.0
WSU340,3007,WSU-AGNET,2.0,2.0
CRNM,11,AGRIMET,,3.0
CDAI,11,AGRIMET,,3.0
DRPW,11,AGRIMET,,3.0
EFHW,11,AGRIMET,,3.0
LIBW,11,AGRIMET,,3.0
MDXO,11,AGRIMET,,3.0
MWSO,11,AGRIMET,,3.0
PSFI,11,AGRIMET,,3.0
RTHI,11,AGRIMET,,3.0
SLWI,11,AGRIMET,,3.0
SPLI,11,AGRIMET,,3.0
TFGI,11,AGRIMET,,3.0
G2412,65,APRSWXNET/CWOP,,2.0
G2424,65,APRSWXNET/CWOP,,2.0
G2490,65,APRSWXNET/CWOP,,2.0
G2480,65,APRSWXNET/CWOP,,2.0
G2481,65,APRSWXNET/CWOP,,2.0
G2438,65,APRSWXNET/CWOP,,2.0
G2496,65,APRSWXNET/CWOP,,2.0
WSU341,3007,WSU-AGNET,2.0,2.0
G2511,65,APRSWXNET/CWOP,,2.0
G2543,65,APRSWXNET/CWOP,,2.0
G2516,65,APRSWXNET/CWOP,,2.0
WSU342,3007,WSU-AGNET,2.0,2.0
G2604,65,APRSWXNET/CWOP,,2.0
G2619,65,APRSWXNET/CWOP,,2.0
PC318,247,PACIFICORP,,10.0
PC320,247,PACIFICORP,,10.0
PLPUP,12,MISC,,10.0
PC321,247,PACIFICORP,,10.0
G2634,65,APRSWXNET/CWOP,,2.0
G2645,65,APRSWXNET/CWOP,,2.0
G2646,65,APRSWXNET/CWOP,,2.0
PC322,247,PACIFICORP,,10.0
PC323,247,PACIFICORP,,10.0
PC324,247,PACIFICORP,,10.0
OD211,49,ODOT,,10.0
OD212,49,ODOT,,10.0
G2673,65,APRSWXNET/CWOP,,2.0
G2674,65,APRSWXNET/CWOP,,2.0
AW029,65,APRSWXNET/CWOP,,2.0
G2709,65,APRSWXNET/CWOP,,2.0
G2704,65,APRSWXNET/CWOP,,2.0
G2742,65,APRSWXNET/CWOP,,2.0
G2757,65,APRSWXNET/CWOP,,2.0
G2766,65,APRSWXNET/CWOP,,2.0
G2790,65,APRSWXNET/CWOP,,2.0
AW052,65,APRSWXNET/CWOP,,2.0
AW053,65,APRSWXNET/CWOP,,2.0
G2828,65,APRSWXNET/CWOP,,2.0
G2844,65,APRSWXNET/CWOP,,2.0
G2905,65,APRSWXNET/CWOP,,2.0
G2877,65,APRSWXNET/CWOP,,2.0
G2821,65,APRSWXNET/CWOP,,2.0
EWHBW,277,EWEB,,10.0
PC325,247,PACIFICORP,,10.0
PC326,247,PACIFICORP,,10.0
G2922,65,APRSWXNET/CWOP,,2.0
G2737,65,APRSWXNET/CWOP,,2.0
G2878,65,APRSWXNET/CWOP,,2.0
D8656,65,APRSWXNET/CWOP,,2.0
G3067,65,APRSWXNET/CWOP,,2.0
NTC9445958,278,NTC,,10.0
WFT12859,3022,TEMPEST,,10.0
WFT18142,3022,TEMPEST,,10.0
WFT18160,3022,TEMPEST,,10.0
WFT18222,3022,TEMPEST,,10.0
WFT18223,3022,TEMPEST,,10.0
WFT18231,3022,TEMPEST,,10.0
WFT18246,3022,TEMPEST,,10.0
WFT18431,3022,TEMPEST,,10.0
WFT18495,3022,TEMPEST,,10.0
WFT18538,3022,TEMPEST,,10.0
WFT18556,3022,TEMPEST,,10.0
WFT18736,3022,TEMPEST,,10.0
WFT18884,3022,TEMPEST,,10.0
WFT18975,3022,TEMPEST,,10.0
WFT19037,3022,TEMPEST,,10.0
WFT19041,3022,TEMPEST,,10.0
WFT19090,3022,TEMPEST,,10.0
WFT19091,3022,TEMPEST,,10.0
WFT19122,3022,TEMPEST,,10.0
WFT19213,3022,TEMPEST,,10.0
WFT19251,3022,TEMPEST,,10.0
WFT19271,3022,TEMPEST,,10.0
WFT19328,3022,TEMPEST,,10.0
WFT19383,3022,TEMPEST,,10.0
WFT19607,3022,TEMPEST,,10.0
WFT19613,3022,TEMPEST,,10.0
WFT19785,3022,TEMPEST,,10.0
WFT19957,3022,TEMPEST,,10.0
WFT19967,3022,TEMPEST,,10.0
WFT19994,3022,TEMPEST,,10.0
WFT20004,3022,TEMPEST,,10.0
WFT20062,3022,TEMPEST,,10.0
WFT20143,3022,TEMPEST,,10.0
WFT20167,3022,TEMPEST,,10.0
WFT20216,3022,TEMPEST,,10.0
WFT20230,3022,TEMPEST,,10.0
WFT20232,3022,TEMPEST,,10.0
WFT20240,3022,TEMPEST,,10.0
WFT20303,3022,TEMPEST,,10.0
WFT20393,3022,TEMPEST,,10.0
WFT20415,3022,TEMPEST,,10.0
WFT20439,3022,TEMPEST,,10.0
WFT20475,3022,TEMPEST,,10.0
WFT20510,3022,TEMPEST,,10.0
WFT20609,3022,TEMPEST,,10.0
WFT20749,3022,TEMPEST,,10.0
WFT20767,3022,TEMPEST,,10.0
WFT20768,3022,TEMPEST,,10.0
WFT20919,3022,TEMPEST,,10.0
WFT20960,3022,TEMPEST,,10.0
WFT21046,3022,TEMPEST,,10.0
WFT21190,3022,TEMPEST,,10.0
WFT21192,3022,TEMPEST,,10.0
WFT21247,3022,TEMPEST,,10.0
WFT21330,3022,TEMPEST,,10.0
WFT21345,3022,TEMPEST,,10.0
WFT21370,3022,TEMPEST,,10.0
WFT21408,3022,TEMPEST,,10.0
